ID,Incident Number,Incident Date,Age,Sex of Victim,Race of Victim,Injury,Relationship,State,Location
5363,E0A1M5LG2 N: ,20041013,13: ,F: Female,B: Black,M: Apparent Minor Injury,ST: Victim was Stranger,34: OH,18: Parking Lot/Garage
5364,E0AAVQ9T2 N: ,20040924,39: ,F: Female,B: Black,M: Apparent Minor Injury,ST: Victim was Stranger,34: OH,13: Highway/Road/Alley
5365,E0AAYB9G2 N: ,20040922,41: ,M: Male,W: White,M: Apparent Minor Injury,OK: Victim was Otherwise Known,34: OH,13: Highway/Road/Alley
5366,E0AAYSRG2 N: ,20040925,23: ,F: Female,B: Black,M: Apparent Minor Injury,OF: Victim was Other Family Member,34: OH,20: Residence/Home
5367,E0AEO5V12 N: ,20041008,10: ,F: Female,W: White,N: None,RU: Relationship Unknown,34: OH,13: Highway/Road/Alley
5368,E0AEY5962 N: ,20041014,00: Unknown,M: Male,B: Black,N: None,AQ: Victim was Acquaintance,34: OH,20: Residence/Home
5369,E0AKB3MT2 N: ,20040924,00: Unknown,M: Male,W: White,N: None,ST: Victim was Stranger,34: OH,13: Highway/Road/Alley
5370,E0AKOM9Q2 N: ,20040921,24: ,M: Male,W: White,N: None,ST: Victim was Stranger,34: OH,18: Parking Lot/Garage
5371,E0AKY5C-2 N: ,20040922,08: ,F: Female,B: Black,M: Apparent Minor Injury,OK: Victim was Otherwise Known,34: OH,22: School/College
5372,E0AREBQT2 N: ,20040918,14: ,F: Female,W: White,N: None,RU: Relationship Unknown,34: OH,13: Highway/Road/Alley
5373,E0AREBQT2 N: ,20040918,13: ,F: Female,W: White,N: None,RU: Relationship Unknown,34: OH,13: Highway/Road/Alley
5374,E0ARM5CS2 N: ,20040921,29: ,F: Female,B: Black,N: None,AQ: Victim was Acquaintance,34: OH,13: Highway/Road/Alley
5375,E0ARMR-12 N: ,20040921,00: Unknown,M: Male,B: Black,N: None,ST: Victim was Stranger,34: OH,13: Highway/Road/Alley
5376,E0ARWSR62 N: ,20040920,03: ,F: Female,B: Black,N: None,ST: Victim was Stranger,34: OH,18: Parking Lot/Garage
5377,E0ASM3DP2 N: ,20041006,38: ,F: Female,W: White,M: Apparent Minor Injury,AQ: Victim was Acquaintance,34: OH,20: Residence/Home
5378,E0ASY5DQ2 N: ,20041003,42: ,F: Female,W: White,U: Unconsciousness,ST: Victim was Stranger,34: OH,13: Highway/Road/Alley
5379,E0AYAZQV2 N: ,20041019,36: ,F: Female,W: White,N: None,ST: Victim was Stranger,34: OH,13: Highway/Road/Alley
5380,E0AYYTHP2 N: ,20041018,35: ,F: Female,W: White,N: None,OK: Victim was Otherwise Known,34: OH,20: Residence/Home
5381,E0D-MTHP2 N: ,20040902,40: ,M: Male,B: Black,N: None,AQ: Victim was Acquaintance,34: OH,3: Bar/Nightclub
5382,E0D0EBDF2 N: ,20040906,23: ,F: Female,W: White,M: Apparent Minor Injury,SE: Victim was Spouse,34: OH,20: Residence/Home
5383,E0D0FZVS2 N: ,20040906,00: Unknown,F: Female,W: White,M: Apparent Minor Injury,RU: Relationship Unknown,34: OH,25: Other/unknown
5384,E0D1B5-S2 N: ,20040911,18: ,F: Female,B: Black,N: None,ST: Victim was Stranger,34: OH,13: Highway/Road/Alley
5385,E0D1BMQG2 N: ,20040910,18: ,M: Male,W: White,N: None,ST: Victim was Stranger,34: OH,13: Highway/Road/Alley
5386,E0DEEMR62 N: ,20040912,08: ,F: Female,W: White,N: None,ST: Victim was Stranger,34: OH,18: Parking Lot/Garage
5387,E0DEEMR62 N: ,20040912,08: ,F: Female,W: White,N: None,ST: Victim was Stranger,34: OH,18: Parking Lot/Garage
5388,E0DEEMR62 N: ,20040912,09: ,F: Female,W: White,N: None,ST: Victim was Stranger,34: OH,18: Parking Lot/Garage
5389,E0DEMZQT2 N: ,20040914,20: ,F: Female,B: Black,M: Apparent Minor Injury,ST: Victim was Stranger,34: OH,13: Highway/Road/Alley
5390,E0DEVSLG2 N: ,20040911,14: ,F: Female,B: Black,N: None,ST: Victim was Stranger,34: OH,18: Parking Lot/Garage
5391,E0DSABMP2 N: ,20040904,20: ,M: Male,W: White,N: None,ST: Victim was Stranger,34: OH,20: Residence/Home
5392,E0DSABMP2 N: ,20040904,21: ,M: Male,W: White,N: None,ST: Victim was Stranger,34: OH,20: Residence/Home
5393,E0DSMB-V2 N: ,20040904,21: ,F: Female,B: Black,N: None,AQ: Victim was Acquaintance,34: OH,18: Parking Lot/Garage
5394,E0DSVZVQ2 N: ,20040902,10: ,F: Female,W: White,N: None,ST: Victim was Stranger,34: OH,13: Highway/Road/Alley
5395,E0DYFSM12 N: ,20040913,35: ,M: Male,W: White,N: None,OK: Victim was Otherwise Known,34: OH,20: Residence/Home
5396,E0DYFZCF2 N: ,20040911,15: ,F: Female,W: White,N: None,ST: Victim was Stranger,34: OH,13: Highway/Road/Alley
5397,E0IAAQ-S0 N: ,20041028,17: ,M: Male,U: Unknown,N: None,ST: Victim was Stranger,34: OH,13: Highway/Road/Alley
5398,E0IAE3V-2 N: ,20041027,14: ,F: Female,B: Black,N: None,RU: Relationship Unknown,34: OH,20: Residence/Home
5399,E0IIATDG2 N: ,20041025,12: ,F: Female,W: White,N: None,ST: Victim was Stranger,34: OH,13: Highway/Road/Alley
5400,E0IIFSDT2 N: ,20041031,27: ,F: Female,W: White,M: Apparent Minor Injury,ST: Victim was Stranger,34: OH,13: Highway/Road/Alley
5401,E0IIM3DF2 N: ,20041101,27: ,M: Male,W: White,N: None,AQ: Victim was Acquaintance,34: OH,21: Restaurant
5402,E0IKAB9-2 N: ,20041025,11: ,F: Female,W: White,N: None,ST: Victim was Stranger,34: OH,13: Highway/Road/Alley
5403,E0IKAB9-2 N: ,20041025,11: ,F: Female,B: Black,N: None,ST: Victim was Stranger,34: OH,13: Highway/Road/Alley
5404,E0IKVT-62 N: ,20041023,22: ,F: Female,B: Black,M: Apparent Minor Injury,BG: Victim was Boyfriend/Girlfriend,34: OH,20: Residence/Home
5405,E0IKVTCG2 N: ,20041023,12: ,F: Female,W: White,N: None,ST: Victim was Stranger,34: OH,13: Highway/Road/Alley
5406,E0IRYZLT2 N: ,20041021,10: ,F: Female,B: Black,N: None,ST: Victim was Stranger,34: OH,13: Highway/Road/Alley
5407,DW0D0J35R5D: ,20041028,16: ,F: Female,W: White,M: Apparent Minor Injury,AQ: Victim was Acquaintance,34: OH,20: Residence/Home
5408,DW0DBFE2R5D: ,20041008,14: ,F: Female,B: Black,N: None,ST: Victim was Stranger,34: OH,13: Highway/Road/Alley
5409,DW0DBQEQR5D: ,20040927,26: ,F: Female,B: Black,M: Apparent Minor Injury,AQ: Victim was Acquaintance,34: OH,20: Residence/Home
5410,DW0DMF-5R5D: ,20040916,34: ,F: Female,W: White,N: None,AQ: Victim was Acquaintance,34: OH,20: Residence/Home
5411,DW0DMRHPR5D: ,20040910,38: ,F: Female,W: White,M: Apparent Minor Injury,ST: Victim was Stranger,34: OH,18: Parking Lot/Garage
5412,9J0A504OF29N: ,20040904,23: ,F: Female,W: White,N: None,ST: Victim was Stranger,34: OH,23: Service/Gas Station
5413,E0BYABC72 N: ,20040930,31: ,F: Female,W: White,M: Apparent Minor Injury,: ,42: TX,13: Highway/Road/Alley
5414,N0QRYZRQC N: ,20040917,08: ,F: Female,B: Black,N: None,ST: Victim was Stranger,42: TX,13: Highway/Road/Alley
5415,3N-0N N3HSCT: ,20041021,00: Unknown,F: Female,W: White,M: Apparent Minor Injury,XS: Victim was Ex-Spouse,42: TX,20: Residence/Home
5416,E04-V5R72 N: ,20040929,27: ,F: Female,W: White,N: None,RU: Relationship Unknown,42: TX,20: Residence/Home
5417,N0QREMV6A N: ,20041028,37: ,M: Male,B: Black,M: Apparent Minor Injury,: ,42: TX,18: Parking Lot/Garage
5418,K0CL6XATT4R: ,20040920,00: Unknown,M: Male,B: Black,N: None,ST: Victim was Stranger,42: TX,20: Residence/Home
5419,3A0PQ-F89719: ,20040905,57: ,F: Female,W: White,N: None,RU: Relationship Unknown,42: TX,13: Highway/Road/Alley
5420,UG0K5HP68L9N: ,20041009,00: Unknown,M: Male,W: White,N: None,: ,42: TX,25: Other/unknown
5421,CE6B-A U728N: ,20041029,48: ,F: Female,W: White,N: None,ST: Victim was Stranger,42: TX,12: Grocery/Supermarket
5422,CE6BSA U728N: ,20041030,31: ,F: Female,W: White,M: Apparent Minor Injury,VO: Victim was Offender,42: TX,20: Residence/Home
5423,E0IKEMM72 N: ,20040907,01: ,M: Male,W: White,N: None,GC: Victim was Grandchild,42: TX,25: Other/unknown
5424,E0IKEMM72 N: ,20040907,03: ,F: Female,W: White,N: None,GC: Victim was Grandchild,42: TX,25: Other/unknown
5425,7S46J6YHPU72: ,20040903,33: ,M: Male,W: White,N: None,ST: Victim was Stranger,42: TX,13: Highway/Road/Alley
5426,T749 9WVSCTD: ,20041014,01: ,M: Male,B: Black,N: None,SB: Victim was Sibling,42: TX,20: Residence/Home
5427,WI44R4X9G0W5: ,20040909,17: ,F: Female,B: Black,M: Apparent Minor Injury,BG: Victim was Boyfriend/Girlfriend,42: TX,20: Residence/Home
5428,K0CL62 EJ4I: ,20040902,01: ,M: Male,W: White,N: None,RU: Relationship Unknown,42: TX,20: Residence/Home
5429,P904W5MP6R3Z: ,20040903,20: ,F: Female,W: White,N: None,AQ: Victim was Acquaintance,42: TX,18: Parking Lot/Garage
5430,VX0EYBKFQV6S: ,20041004,02: ,F: Female,W: White,N: None,CH: Victim was Child,42: TX,20: Residence/Home
5431,2W0ZPU7 L60N: ,20040922,42: ,M: Male,W: White,N: None,AQ: Victim was Acquaintance,42: TX,13: Highway/Road/Alley
5432,P904W5HL4O38: ,20041025,42: ,F: Female,W: White,N: None,ST: Victim was Stranger,42: TX,18: Parking Lot/Garage
5433,E0 EER-72 N: ,20040905,20: ,F: Female,W: White,N: None,AQ: Victim was Acquaintance,42: TX,13: Highway/Road/Alley
5434,CE01IO3U72 N: ,20041026,16: ,F: Female,W: White,N: None,BG: Victim was Boyfriend/Girlfriend,42: TX,20: Residence/Home
5435,R54YR439G0W5: ,20041006,00: Unknown,F: Female,B: Black,M: Apparent Minor Injury,RU: Relationship Unknown,42: TX,18: Parking Lot/Garage
5436,3A0PQ-SOUG1I: ,20040925,45: ,F: Female,W: White,N: None,AQ: Victim was Acquaintance,42: TX,20: Residence/Home
5437,O20YJ45LPT73: ,20040908,23: ,F: Female,W: White,M: Apparent Minor Injury,RU: Relationship Unknown,42: TX,20: Residence/Home
5438,UG0K5HQ4FP9D: ,20041010,21: ,F: Female,W: White,N: None,BG: Victim was Boyfriend/Girlfriend,42: TX,13: Highway/Road/Alley
5439,Z80B4KH6BS29: ,20040919,23: ,F: Female,B: Black,N: None,BG: Victim was Boyfriend/Girlfriend,42: TX,13: Highway/Road/Alley
5440,P904W5H76H3L: ,20041015,37: ,F: Female,W: White,N: None,XS: Victim was Ex-Spouse,42: TX,20: Residence/Home
5441,Z80B4KO6TO2C: ,20041015,32: ,M: Male,W: White,N: None,XS: Victim was Ex-Spouse,42: TX,20: Residence/Home
5442,Z80B4KO6TO2F: ,20041015,29: ,M: Male,W: White,N: None,XS: Victim was Ex-Spouse,42: TX,20: Residence/Home
5443,611N6QYWPU72: ,20041205,16: ,F: Female,B: Black,M: Apparent Minor Injury,AQ: Victim was Acquaintance,14: IA,18: Parking Lot/Garage
5444,9J1W94KUSCTD: ,20041115,11: ,M: Male,B: Black,N: None,RU: Relationship Unknown,14: IA,5: Commercial/Office Building
5445,UF0QRVT-1C N: ,20041128,28: ,F: Female,W: White,I: Possible Internal Injury,BG: Victim was Boyfriend/Girlfriend,14: IA,20: Residence/Home
5446,UF0QRVT-V0 N: ,20041127,44: ,F: Female,W: White,M: Apparent Minor Injury,BG: Victim was Boyfriend/Girlfriend,14: IA,18: Parking Lot/Garage
5447,E0Q-WQ-72 N: ,20041204,18: ,F: Female,W: White,N: None,CH: Victim was Child,14: IA,20: Residence/Home
5448,E0Q-WQ-72 N: ,20041204,18: ,M: Male,W: White,N: None,RU: Relationship Unknown,14: IA,20: Residence/Home
5449,4K2ZL4XF6RAA: ,20041116,26: ,M: Male,W: White,M: Apparent Minor Injury,AQ: Victim was Acquaintance,14: IA,20: Residence/Home
5450,4K2ZL4XF6RAA: ,20041116,31: ,M: Male,B: Black,N: None,AQ: Victim was Acquaintance,14: IA,20: Residence/Home
5451,CI0QAESLF2 N: ,20041113,17: ,F: Female,W: White,M: Apparent Minor Injury,BG: Victim was Boyfriend/Girlfriend,14: IA,20: Residence/Home
5452,CI0QAOTV12 N: ,20041107,25: ,F: Female,W: White,B: Apparent Broken Bones,AQ: Victim was Acquaintance,14: IA,13: Highway/Road/Alley
5453,B0BAFMC72 N: ,20041105,14: ,F: Female,W: White,N: None,AQ: Victim was Acquaintance,14: IA,20: Residence/Home
5454,7 -GKI 7Q-F3: ,20041228,19: ,F: Female,W: White,M: Apparent Minor Injury,BG: Victim was Boyfriend/Girlfriend,14: IA,20: Residence/Home
5455,611T611OPU72: ,20041214,17: ,F: Female,W: White,N: None,BG: Victim was Boyfriend/Girlfriend,14: IA,25: Other/unknown
5456,8Y1W8HCRF39G: ,20041120,09: ,F: Female,W: White,N: None,ST: Victim was Stranger,14: IA,13: Highway/Road/Alley
5457,611T6 SWPU72: ,20041214,17: ,F: Female,W: White,N: None,OK: Victim was Otherwise Known,14: IA,10: Field/Woods
5458,K0CL6186R45: ,20041107,46: ,F: Female,B: Black,M: Apparent Minor Injury,: ,14: IA,18: Parking Lot/Garage
5459,K0CL61FBM45: ,20041215,36: ,F: Female,W: White,N: None,XS: Victim was Ex-Spouse,14: IA,22: School/College
5460,K0CL61FBM45: ,20041215,09: ,M: Male,W: White,N: None,CH: Victim was Child,14: IA,22: School/College
5461,K0CL61FBM45: ,20041215,06: ,M: Male,W: White,N: None,CH: Victim was Child,14: IA,22: School/College
5462,2W0ZPUXN820A: ,20041205,46: ,F: Female,W: White,O: Other Major Injury,AQ: Victim was Acquaintance,14: IA,20: Residence/Home
5463,2W0ZPUXN820A: ,20041205,00: Unknown,F: Female,W: White,O: Other Major Injury,AQ: Victim was Acquaintance,14: IA,20: Residence/Home
5464,UG0K5HL5ZU9D: ,20041126,29: ,F: Female,W: White,M: Apparent Minor Injury,BG: Victim was Boyfriend/Girlfriend,14: IA,10: Field/Woods
5465,UG0K5HL5ZU9D: ,20041126,02: ,M: Male,W: White,M: Apparent Minor Injury,OK: Victim was Otherwise Known,14: IA,10: Field/Woods
5466,Z80B4KSYTZ29: ,20041221,20: ,F: Female,W: White,N: None,ST: Victim was Stranger,14: IA,25: Other/unknown
5467,60QRVBRQS N: ,20041202,16: ,F: Female,W: White,M: Apparent Minor Injury,: ,14: IA,20: Residence/Home
5468,K0CL6XFET40: ,20041129,08: ,F: Female,W: White,N: None,CH: Victim was Child,14: IA,20: Residence/Home
5469,K0CL6XFET40: ,20041129,05: ,M: Male,W: White,N: None,CH: Victim was Child,14: IA,20: Residence/Home
5470,K0CL6XFET40: ,20041129,02: ,M: Male,W: White,N: None,CH: Victim was Child,14: IA,20: Residence/Home
5471,2W0ZPU7V9N0X: ,20041104,27: ,F: Female,W: White,M: Apparent Minor Injury,BG: Victim was Boyfriend/Girlfriend,14: IA,20: Residence/Home
5472,2W0ZPU7V9N0X: ,20041104,29: ,F: Female,W: White,N: None,AQ: Victim was Acquaintance,14: IA,20: Residence/Home
5473,2W0ZPU7VSG04: ,20041207,25: ,M: Male,W: White,N: None,ST: Victim was Stranger,14: IA,20: Residence/Home
5474,NH06728C0 5I: ,20041105,14: ,F: Female,W: White,N: None,ST: Victim was Stranger,14: IA,18: Parking Lot/Garage
5475,NH06728C0 5I: ,20041105,15: ,F: Female,W: White,N: None,ST: Victim was Stranger,14: IA,18: Parking Lot/Garage
5476,NH06728C0 5I: ,20041105,13: ,F: Female,W: White,N: None,ST: Victim was Stranger,14: IA,18: Parking Lot/Garage
5477,5-0K3H3KF L: ,20041214,39: ,M: Male,W: White,M: Apparent Minor Injury,: ,14: IA,25: Other/unknown
5478,152G51FL6X I: ,20041223,49: ,F: Female,W: White,N: None,AQ: Victim was Acquaintance,14: IA,20: Residence/Home
5479,152N51PL6X I: ,20041207,28: ,F: Female,W: White,M: Apparent Minor Injury,AQ: Victim was Acquaintance,14: IA,20: Residence/Home
5480,5Z25P5UD1AEM: ,20041103,41: ,F: Female,W: White,M: Apparent Minor Injury,BG: Victim was Boyfriend/Girlfriend,14: IA,13: Highway/Road/Alley
5481,7 2CT7NMQ-F3: ,20041208,01: ,M: Male,B: Black,N: None,CH: Victim was Child,14: IA,20: Residence/Home
5482,7 2YB7 MQ-F3: ,20041109,04: ,M: Male,W: White,N: None,CH: Victim was Child,14: IA,20: Residence/Home
5483,E0QRYZDS- N: ,20041210,30: ,F: Female,A: Asian/Pacific Islander,N: None,BG: Victim was Boyfriend/Girlfriend,14: IA,13: Highway/Road/Alley
5484,E04RY5M72 N: ,20041119,06: ,M: Male,W: White,N: None,: ,14: IA,22: School/College
5485,4V2ZL4IAT9W5: ,20041205,18: ,F: Female,W: White,M: Apparent Minor Injury,OK: Victim was Otherwise Known,14: IA,20: Residence/Home
5486,CI0QXOEQ-2 N: ,20041102,71: ,M: Male,W: White,N: None,ST: Victim was Stranger,15: KS,20: Residence/Home
5487,E0 1AZBK2 N: ,20041104,25: ,F: Female,W: White,M: Apparent Minor Injury,SE: Victim was Spouse,15: KS,20: Residence/Home
5488,E0QKF3BK2 N: ,20041205,21: ,F: Female,B: Black,N: None,RU: Relationship Unknown,15: KS,25: Other/unknown
5489,GN47N8YRF39G: ,20041127,15: ,F: Female,W: White,N: None,AQ: Victim was Acquaintance,15: KS,20: Residence/Home
5490,E-BKBZ 728N: ,20041208,27: ,F: Female,W: White,N: None,RU: Relationship Unknown,15: KS,20: Residence/Home
5491,IA4-A1BL6X I: ,20041210,22: ,F: Female,W: White,M: Apparent Minor Injury,VO: Victim was Offender,15: KS,20: Residence/Home
5492,CI0QXYBQV2 N: ,20041215,24: ,F: Female,W: White,M: Apparent Minor Injury,BG: Victim was Boyfriend/Girlfriend,15: KS,20: Residence/Home
5493,7 1X7IEMQ-F3: ,20041223,44: ,F: Female,W: White,M: Apparent Minor Injury,PA: Victim was Parent,15: KS,20: Residence/Home
5494,EC4KVPU7 8N: ,20041229,21: ,F: Female,W: White,M: Apparent Minor Injury,BG: Victim was Boyfriend/Girlfriend,15: KS,20: Residence/Home
5495,7H4U75ZN8AEM: ,20041220,31: ,F: Female,W: White,N: None,BG: Victim was Boyfriend/Girlfriend,15: KS,20: Residence/Home
5496,19-MU1S17G6I: ,20041118,27: ,F: Female,W: White,N: None,RU: Relationship Unknown,15: KS,14: Hotel/Motel/Etc.
5497,19-MU1S1F73I: ,20041121,18: ,F: Female,W: White,M: Apparent Minor Injury,BG: Victim was Boyfriend/Girlfriend,15: KS,20: Residence/Home
5498,19-MU1S1NL1I: ,20041109,38: ,F: Female,W: White,N: None,XS: Victim was Ex-Spouse,15: KS,20: Residence/Home
5499,19-MU1S1PJ5I: ,20041116,38: ,F: Female,W: White,N: None,XS: Victim was Ex-Spouse,15: KS,20: Residence/Home
5500,19-MU1S1T77I: ,20041102,27: ,F: Female,W: White,N: None,ST: Victim was Stranger,15: KS,14: Hotel/Motel/Etc.
5501,2L-JR2H2LZC9: ,20041126,24: ,M: Male,W: White,M: Apparent Minor Injury,AQ: Victim was Acquaintance,15: KS,"24: Specialty Store (TV, Fur, Etc.)"
5502,2L-JR2H2TRS9: ,20041207,18: ,M: Male,W: White,N: None,AQ: Victim was Acquaintance,15: KS,20: Residence/Home
5503,2L-JR2H2TRS9: ,20041207,18: ,M: Male,W: White,N: None,RU: Relationship Unknown,15: KS,20: Residence/Home
5504,2L-JR2H2TRS9: ,20041207,19: ,M: Male,W: White,N: None,AQ: Victim was Acquaintance,15: KS,20: Residence/Home
5505,2L-JR2H2U6-9: ,20041127,24: ,F: Female,W: White,N: None,BG: Victim was Boyfriend/Girlfriend,15: KS,20: Residence/Home
5506,2L-JR2H2UD-9: ,20041128,19: ,F: Female,W: White,M: Apparent Minor Injury,BG: Victim was Boyfriend/Girlfriend,15: KS,20: Residence/Home
5507,2L-JR2H2XRZ9: ,20041210,22: ,F: Female,W: White,M: Apparent Minor Injury,RU: Relationship Unknown,15: KS,13: Highway/Road/Alley
5508,6S-IR6E6PU72: ,20041218,24: ,M: Male,W: White,M: Apparent Minor Injury,OK: Victim was Otherwise Known,15: KS,20: Residence/Home
5509,0X-HL0809D1A: ,20041122,19: ,F: Female,W: White,M: Apparent Minor Injury,BG: Victim was Boyfriend/Girlfriend,15: KS,20: Residence/Home
5510,E-41WE 728N: ,20041206,07: ,F: Female,W: White,N: None,CH: Victim was Child,15: KS,20: Residence/Home
5511,E-41WE 728N: ,20041206,04: ,F: Female,W: White,N: None,CH: Victim was Child,15: KS,20: Residence/Home
5512,0K-072708C1A: ,20041216,24: ,F: Female,W: White,N: None,CS: Victim was Common-Law Spouse,15: KS,20: Residence/Home
5513,0K-0LK708L1A: ,20041207,03: ,M: Male,W: White,N: None,CH: Victim was Child,15: KS,25: Other/unknown
5514,15-1AVF1UU I: ,20041126,33: ,M: Male,W: White,N: None,SE: Victim was Spouse,15: KS,20: Residence/Home
5515,15-1RVF1UG I: ,20041106,27: ,F: Female,W: White,N: None,SE: Victim was Spouse,15: KS,25: Other/unknown
5516,15-1RWF19W I: ,20041112,34: ,F: Female,W: White,M: Apparent Minor Injury,SB: Victim was Sibling,15: KS,20: Residence/Home
5517,15-1W-F1P3 I: ,20041115,15: ,M: Male,W: White,M: Apparent Minor Injury,RU: Relationship Unknown,15: KS,21: Restaurant
5518,443BM6X8C0W5: ,20041121,19: ,F: Female,W: White,N: None,FR: Victim was Friend,15: KS,20: Residence/Home
5519,J843W2HY-F39: ,20041219,38: ,F: Female,W: White,N: None,PA: Victim was Parent,15: KS,20: Residence/Home
5520,443PTQ-9G0W5: ,20041204,21: ,F: Female,W: White,N: None,AQ: Victim was Acquaintance,15: KS,20: Residence/Home
5521,443ZOV-9G0W5: ,20041127,22: ,F: Female,W: White,M: Apparent Minor Injury,BG: Victim was Boyfriend/Girlfriend,15: KS,25: Other/unknown
5522,CI0QROMCFX N: ,20041118,12: ,M: Male,W: White,N: None,ST: Victim was Stranger,15: KS,13: Highway/Road/Alley
5523,3A0PQ-FC9U1G: ,20041213,51: ,F: Female,W: White,M: Apparent Minor Injury,AQ: Victim was Acquaintance,15: KS,20: Residence/Home
5524,VX0EYBRVRM60: ,20041112,24: ,M: Male,B: Black,N: None,RU: Relationship Unknown,15: KS,11: Government/Public Building
5525,R80QXCQD72 N: ,20041221,15: ,F: Female,W: White,N: None,AQ: Victim was Acquaintance,15: KS,22: School/College
5526,R80QXCSR72 N: ,20041103,16: ,F: Female,W: White,N: None,RU: Relationship Unknown,15: KS,20: Residence/Home
5527,E- 1BM 728N: ,20041106,45: ,F: Female,W: White,M: Apparent Minor Injury,SE: Victim was Spouse,15: KS,20: Residence/Home
5528,E- YBE 728N: ,20041125,19: ,F: Female,W: White,M: Apparent Minor Injury,SE: Victim was Spouse,15: KS,25: Other/unknown
5529,E- YVQ 728N: ,20041116,50: ,F: Female,W: White,N: None,OK: Victim was Otherwise Known,15: KS,20: Residence/Home
5530,E-QKYM 728N: ,20041201,38: ,F: Female,W: White,N: None,BG: Victim was Boyfriend/Girlfriend,15: KS,20: Residence/Home
5531,E-4AOZ 728N: ,20041118,44: ,F: Female,W: White,N: None,AQ: Victim was Acquaintance,15: KS,20: Residence/Home
5532,E- SAB 728N: ,20041106,50: ,F: Female,W: White,N: None,RU: Relationship Unknown,15: KS,20: Residence/Home
5533,E-QRA5 728N: ,20041222,21: ,F: Female,W: White,N: None,BG: Victim was Boyfriend/Girlfriend,15: KS,20: Residence/Home
5534,15-BRV216X I: ,20041203,32: ,F: Female,W: White,N: None,SE: Victim was Spouse,15: KS,20: Residence/Home
5535,2803YKSZM 2F: ,20041120,45: ,F: Female,W: White,N: None,PA: Victim was Parent,15: KS,20: Residence/Home
5536,280J9KSZMQ2: ,20041125,22: ,F: Female,W: White,M: Apparent Minor Injury,BG: Victim was Boyfriend/Girlfriend,15: KS,20: Residence/Home
5537,5H0EL2INTO5Y: ,20041121,17: ,F: Female,W: White,N: None,BG: Victim was Boyfriend/Girlfriend,15: KS,18: Parking Lot/Garage
5538,E-4IF5 728N: ,20041210,23: ,F: Female,W: White,M: Apparent Minor Injury,BG: Victim was Boyfriend/Girlfriend,15: KS,20: Residence/Home
5539,5Z-KFLU51AEM: ,20041121,21: ,F: Female,B: Black,M: Apparent Minor Injury,BG: Victim was Boyfriend/Girlfriend,15: KS,20: Residence/Home
5540,61-TXQ06PU72: ,20041220,30: ,F: Female,W: White,N: None,BG: Victim was Boyfriend/Girlfriend,15: KS,20: Residence/Home
5541,E- -YT 728N: ,20041124,06: ,M: Male,W: White,N: None,RU: Relationship Unknown,15: KS,20: Residence/Home
5542,E- 0FQ 728N: ,20041221,31: ,F: Female,W: White,N: None,RU: Relationship Unknown,15: KS,7: Convenience Store
5543,E- KBS 728N: ,20041109,29: ,M: Male,W: White,N: None,RU: Relationship Unknown,15: KS,20: Residence/Home
5544,2W0Z3N-5UC0N: ,20041124,26: ,M: Male,W: White,N: None,XS: Victim was Ex-Spouse,15: KS,20: Residence/Home
5545,NH06G43P2R5L: ,20041109,18: ,F: Female,W: White,N: None,BG: Victim was Boyfriend/Girlfriend,15: KS,20: Residence/Home
5546,CI0QXFTRS2 N: ,20041226,34: ,F: Female,W: White,N: None,BG: Victim was Boyfriend/Girlfriend,15: KS,20: Residence/Home
5547,2I-0R5S2-F39: ,20041228,37: ,F: Female,W: White,M: Apparent Minor Injury,BG: Victim was Boyfriend/Girlfriend,15: KS,20: Residence/Home
5548,7 -G2 N7Q-F3: ,20041205,35: ,F: Female,W: White,N: None,BG: Victim was Boyfriend/Girlfriend,15: KS,20: Residence/Home
5549,XA4TQ1SL6X I: ,20041209,25: ,F: Female,W: White,M: Apparent Minor Injury,CS: Victim was Common-Law Spouse,15: KS,20: Residence/Home
5550,5M155 9NBAEM: ,20041112,05: ,F: Female,W: White,N: None,CH: Victim was Child,15: KS,20: Residence/Home
5551,IA4MR1P86X I: ,20041102,18: ,F: Female,W: White,N: None,RU: Relationship Unknown,15: KS,7: Convenience Store
5552,MH5U72941AEM: ,20041230,18: ,F: Female,W: White,N: None,CH: Victim was Child,15: KS,20: Residence/Home
5553,MH5U72941AEM: ,20041230,BB: 7-364 Days Old,M: Male,W: White,N: None,GC: Victim was Grandchild,15: KS,20: Residence/Home
5554,E-4ABS 728N: ,20041129,09: ,M: Male,W: White,N: None,CH: Victim was Child,15: KS,25: Other/unknown
5555,3N143OURVSCT: ,20041228,29: ,F: Female,W: White,N: None,RU: Relationship Unknown,15: KS,20: Residence/Home
5556,5Z1553SD1AEM: ,20041206,43: ,F: Female,W: White,N: None,XS: Victim was Ex-Spouse,15: KS,14: Hotel/Motel/Etc.
5557,151P1MFL6X I: ,20041223,36: ,F: Female,W: White,N: None,OF: Victim was Other Family Member,15: KS,20: Residence/Home
5558,3N143EJRVSCT: ,20041228,21: ,F: Female,W: White,N: None,RU: Relationship Unknown,15: KS,20: Residence/Home
5559,9J189M4VSCTD: ,20041120,23: ,F: Female,W: White,N: None,RU: Relationship Unknown,15: KS,7: Convenience Store
5560,0K-HPHZ0ID1A: ,20041227,20: ,F: Female,W: White,M: Apparent Minor Injury,SE: Victim was Spouse,15: KS,20: Residence/Home
5561,15-MQMS1-X I: ,20041201,01: ,M: Male,W: White,N: None,GC: Victim was Grandchild,15: KS,20: Residence/Home
